,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-07-24,TFG,10.0,10.2,10.0,10.1,10.1,7559100,4.38,11.3,54.05002,1.0,0.0,0.0
2026-07-24,HANA,38.25,38.5,37.75,38.25,38.25,17223700,15.1,40.5,53.54063,0.94118,-0.75,-0.019230769230769232
2026-07-24,PTL,14.5,14.6,14.5,14.5,14.5,175000,7.7,14.8,47.6526,0.88235,0.0,0.0
2026-07-24,AMATA,28.5,28.75,27.75,28.25,28.25,11751500,14.1,29.25,47.03465,0.82353,-0.75,-0.02586206896551724
2026-07-24,SCGP,29.75,30.25,29.5,30.0,30.0,9337800,15.0,30.25,44.24846,0.76471,-0.25,-0.008264462809917356
2026-07-24,KTB,41.75,44.0,41.5,43.5,43.5,154403400,21.5,43.5,41.40138,0.70588,1.5,0.03571428571428571
2026-07-24,ASK,11.7,12.2,11.6,12.0,12.0,947600,7.05,12.4,39.44591,0.64706,0.1999999999999993,0.01694915254237282
2026-07-24,PRM,9.95,10.4,9.9,10.1,10.1,10522200,6.0,10.1,33.80614,0.58824,0.25,0.025380710659898477
2026-07-24,RATCH,38.25,39.5,38.25,39.25,39.25,7326900,25.5,39.5,32.20346,0.52941,0.25,0.00641025641025641
2026-07-24,TQM,16.4,17.5,16.3,17.3,17.3,1185600,10.8,17.3,29.73674,0.47059,0.8000000000000007,0.048484848484848526
2026-07-24,TCAP,72.5,74.5,72.25,74.25,74.25,5845800,48.0,74.5,29.25723,0.41176,1.25,0.017123287671232876
2026-07-24,AOT,60.5,63.75,60.5,63.5,63.5,52705400,36.0,64.75,27.51973,0.35294,2.25,0.036734693877551024
