,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-08-26,SINGER,11.6,12.0,11.5,11.9,11.9,5250300,4.2,13.1,75.07403,1.0,0.40000000000000036,0.0347826086956522
2026-08-26,BCP,51.5,54.75,51.25,54.75,54.75,31872500,25.0,54.75,60.53327,0.96,5.0,0.10050251256281408
2026-08-26,KKP,114.5,119.0,114.0,118.0,118.0,16534900,57.0,120.0,49.59635,0.92,3.5,0.03056768558951965
2026-08-26,PSL,10.2,10.5,10.2,10.4,10.4,4256700,5.7,10.5,45.71633,0.88,0.3000000000000007,0.029702970297029774
2026-08-26,SRICHA,19.2,19.3,19.1,19.2,19.2,1419000,8.95,22.6,45.17137,0.84,0.0,0.0
2026-08-26,TCAP,87.5,88.25,86.75,87.25,87.25,4768200,49.75,89.25,43.8675,0.8,0.75,0.008670520231213872
2026-08-26,BGRIM,19.0,21.1,18.9,21.0,21.0,102772500,10.3,21.0,41.37695,0.76,2.1999999999999993,0.11702127659574464
2026-08-26,KTB,44.5,44.5,43.75,44.0,44.0,58181600,24.3,45.5,34.97143,0.72,-0.5,-0.011235955056179775
2026-08-26,JMART,11.3,11.4,11.1,11.3,11.3,5950100,6.0,12.3,34.30116,0.68,0.10000000000000142,0.008928571428571556
2026-08-26,GPSC,52.75,54.5,52.75,54.25,54.25,21299800,30.0,54.5,33.27314,0.64,2.25,0.04326923076923077
2026-08-26,SKY,18.0,18.4,18.0,18.2,18.2,750800,10.0,19.1,33.06651,0.6,0.3999999999999986,0.02247191011235947
2026-08-26,TQM,17.3,18.1,17.1,17.6,17.6,1704500,10.8,17.6,29.69591,0.56,0.5,0.029239766081871343
2026-08-26,KBANK,255.0,257.0,253.0,255.0,255.0,14491200,162.5,257.0,27.77445,0.52,2.0,0.007905138339920948
2026-08-26,ASK,11.2,11.4,11.2,11.4,11.4,354000,7.05,12.6,27.25461,0.48,0.3000000000000007,0.02702702702702709
2026-08-26,AOT,66.25,66.75,66.25,66.25,66.25,12298200,36.0,67.0,27.2052,0.44,0.0,0.0
2026-08-26,BA,19.2,20.0,19.2,19.6,19.6,15021500,12.7,19.7,25.59587,0.4,0.6000000000000014,0.03157894736842113
2026-08-26,CENTEL,42.5,43.25,42.5,42.5,42.5,2011800,28.75,43.25,23.6525,0.36,0.0,0.0
2026-08-26,RATCH,37.0,38.0,36.75,37.75,37.75,8321900,25.5,39.5,22.40806,0.32,1.0,0.027210884353741496
