,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-07-27,HANA,37.75,38.0,37.25,37.25,37.25,14988200,15.1,40.5,49.10606,1.0,-1.0,-0.026143790849673203
2026-07-27,PTL,14.5,14.5,14.5,14.5,14.5,836100,7.7,14.8,47.35257,0.9375,0.0,0.0
2026-07-27,SCGP,29.75,29.75,29.25,29.75,29.75,5046000,15.0,30.25,42.5892,0.875,-0.25,-0.008333333333333333
2026-07-27,KTB,43.5,43.75,43.0,43.5,43.5,87776600,21.6,43.5,40.76159,0.8125,0.0,0.0
2026-07-27,AMATA,28.25,28.75,26.75,27.0,27.0,21372500,14.1,29.25,40.06113,0.75,-1.25,-0.04424778761061947
2026-07-27,ASK,12.2,12.3,11.9,12.0,12.0,1067100,7.05,12.4,39.03124,0.6875,0.0,0.0
2026-07-27,RATCH,39.0,39.0,38.5,38.75,38.75,4502600,25.5,39.5,30.17328,0.625,-0.5,-0.012738853503184714
2026-07-27,AOT,63.75,65.0,63.5,64.0,64.0,59922000,36.0,64.75,28.1835,0.5625,0.5,0.007874015748031496
2026-07-27,TQM,17.4,17.4,17.0,17.1,17.1,301700,10.8,17.3,28.16219,0.5,-0.1999999999999993,-0.011560693641618455
2026-07-27,TCAP,74.75,75.0,73.0,73.75,73.75,6130700,48.25,74.5,28.01832,0.4375,-0.5,-0.006734006734006734
2026-07-27,KBANK,240.0,244.0,238.0,242.0,242.0,18176600,160.5,242.0,25.8941,0.375,2.0,0.008333333333333333
2026-07-27,GULF,67.0,67.0,65.0,65.25,65.25,48872800,39.75,67.75,24.15069,0.3125,-0.75,-0.011363636363636364
