,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-02-15,CMO,12.7,12.7,12.3,12.5,12.5,407200,1.06,13.1,531.04241,1.0,-0.1999999999999993,-0.015748031496062936
2022-02-15,OTO,13.8,14.4,13.8,14.2,14.2,7921700,2.755688,18.799999,153.65392,0.93333,0.3999999999999986,0.028985507246376708
2022-02-15,EA,94.0,97.75,93.5,95.5,95.5,40989200,57.5,99.25,35.59336,0.86667,4.0,0.04371584699453552
2022-02-15,THG,42.0,42.5,41.75,42.0,42.0,1392900,24.9,42.25,34.2143,0.8,0.0,0.0
2022-02-15,GULF,50.25,51.5,50.25,51.5,51.5,37451600,32.25,52.0,30.61913,0.73333,1.5,0.03
2022-02-15,SKR,13.3,13.4,13.3,13.4,13.4,163000,6.55,13.6,25.09075,0.66667,0.09999999999999964,0.007518796992481176
2022-02-15,AP,10.9,11.1,10.8,10.9,10.9,11062300,7.3,10.9,24.61759,0.6,0.20000000000000107,0.018691588785046828
2022-02-15,BEC,14.4,15.9,14.4,15.5,15.5,39861100,8.6,15.5,24.42074,0.53333,1.1999999999999993,0.08391608391608386
2022-02-15,ADVANC,234.0,237.0,232.0,237.0,237.0,6928800,164.0,237.0,23.20843,0.46667,3.0,0.01282051282051282
2022-02-15,DTAC,45.5,46.25,44.5,46.0,46.0,12225700,29.0,48.25,22.18246,0.4,0.5,0.01098901098901099
2022-02-15,KTB,14.3,14.5,14.2,14.4,14.4,42576900,10.0,14.5,21.1493,0.33333,0.09999999999999964,0.006993006993006968
