,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-01-18,AS,22.700001,22.799999,22.200001,22.200001,22.200001,5480400,6.25,24.700001,71.43726,1.0,-0.5,-0.02202643074773433
2022-01-18,YGG,10.75268817,10.75268817,10.59907834,10.67588326,10.67588326,4054102,5.31489985,11.3671275,44.34361,0.94118,-0.07680490999999989,-0.007142856631357132
2022-01-18,SA,12.2,12.5,11.9,12.0,12.0,2857900,5.484375,14.4,44.01389,0.88235,-0.3000000000000007,-0.02439024390243908
2022-01-18,JMART,56.5,57.0,55.25,55.5,55.5,7501500,22.1,59.0,41.2994,0.82353,-1.0,-0.017699115044247787
2022-01-18,EA,96.0,96.25,94.0,94.25,94.25,11645600,57.5,99.25,39.61278,0.76471,-1.5,-0.015665796344647518
2022-01-18,JMT,66.25,66.5,64.0,64.25,64.25,8591600,35.902288,70.0,35.08952,0.70588,-2.0,-0.03018867924528302
2022-01-18,THG,39.0,40.0,38.75,39.75,39.75,1932900,24.9,39.75,32.04508,0.64706,0.75,0.019230769230769232
2022-01-18,SKR,13.2,13.2,13.0,13.1,13.1,308300,6.4,13.6,29.16425,0.58824,-0.09999999999999964,-0.007575757575757549
2022-01-18,DTAC,45.25,45.75,44.75,45.0,45.0,5137000,29.0,46.0,23.54472,0.52941,-0.5,-0.01098901098901099
2022-01-18,RBF,22.5,23.200001,22.5,22.6,22.6,7926200,8.9,23.299999,21.47082,0.47059,0.10000000000000142,0.004444444444444508
2022-01-18,BEC,14.6,14.8,14.3,14.4,14.4,22167000,7.65,15.4,21.14169,0.41176,-0.1999999999999993,-0.013698630136986254
2022-01-18,ILM,19.0,19.1,18.700001,19.0,19.0,387300,12.2,20.0,18.0867,0.35294,0.0,0.0
