,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-09-26,BBIK,114.0,115.0,111.0,112.0,112.0,281104,29.25,120.0,77.68441,1.0,-3.5,-0.030303030303030304
2022-09-26,SICT,9.6,10.1,9.5,10.1,10.1,10710026,4.9,10.4,54.54317,0.92308,0.4499999999999993,0.04663212435233153
2022-09-26,SISB,16.299999,16.5,15.9,16.1,16.1,4063216,9.0,16.700001,42.97544,0.84615,-0.29999999999999716,-0.018292682926829097
2022-09-26,ESSO,13.2,13.2,12.8,13.1,13.1,16023682,7.2,14.3,38.99335,0.76923,-0.20000000000000107,-0.015037593984962485
2022-09-26,BH,227.0,227.0,222.0,226.0,226.0,2289074,133.5,231.0,33.98719,0.69231,1.0,0.0044444444444444444
2022-09-26,PR9,18.0,18.0,17.799999,18.0,18.0,1520830,10.3,19.0,33.00465,0.61538,-0.10000000000000142,-0.0055248618784531165
2022-09-26,SPA,10.3,10.3,10.1,10.3,10.3,1137212,6.45,10.6,30.57944,0.53846,0.0,0.0
2022-09-26,CENTEL,48.25,49.0,47.5,47.75,47.75,4563499,30.5,48.5,21.92712,0.46154,-0.75,-0.015463917525773196
2022-09-26,KTB,16.9,16.9,16.700001,16.9,16.9,26772778,11.0,17.0,18.50012,0.38462,0.0,0.0
2022-09-26,SNNP,16.799999,17.4,16.700001,17.299999,17.299999,48238052,10.1,19.299999,18.34441,0.30769,0.2999989999999997,0.017646999999999982
