,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-02-09,SABUY,30.75,31.25,28.5,28.5,28.5,14022000,2.08,36.75,221.59398,1.0,-2.25,-0.07317073170731707
2022-02-09,III,16.1,16.200001,15.6,15.7,15.7,10681100,6.65,18.299999,39.82852,0.9375,-0.40000000000000213,-0.02484472049689454
2022-02-09,YGG,10.906298,11.05990783,10.75268817,10.82949309,10.82949309,6321535,5.83717358,12.13517665,38.36486,0.875,-0.07680490999999989,-0.007042253017476682
2022-02-09,JWD,20.0,20.1,19.4,19.4,19.4,4553100,8.2,23.200001,37.35532,0.8125,-0.6000000000000014,-0.030000000000000072
2022-02-09,THG,42.0,42.0,41.75,42.0,42.0,1113100,24.9,42.0,35.29348,0.75,0.0,0.0
2022-02-09,EA,93.75,95.75,93.5,94.5,94.5,16140600,57.5,99.25,35.25712,0.6875,1.0,0.0106951871657754
2022-02-09,ASK,47.0,47.25,45.25,45.5,45.5,858400,18.51914,49.0,33.80103,0.625,-1.5,-0.031914893617021274
2022-02-09,GULF,50.0,51.5,49.75,51.0,51.0,52213800,32.25,52.0,30.18573,0.5625,1.0,0.02
2022-02-09,DTAC,46.75,47.75,46.75,47.5,47.5,16326300,29.0,48.25,27.03442,0.5,0.75,0.016042780748663103
2022-02-09,SKR,13.3,13.4,13.2,13.4,13.4,267700,6.45,13.6,26.29533,0.4375,0.09999999999999964,0.007518796992481176
2022-02-09,AP,10.6,11.0,10.6,10.9,10.9,36028000,7.3,10.9,25.35225,0.375,0.40000000000000036,0.038095238095238126
2022-02-09,KTB,13.9,14.5,13.9,14.4,14.4,112326800,10.0,14.4,21.65522,0.3125,0.5,0.03597122302158273
