,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-01-10,JTS,136.0,159.0,134.5,149.0,149.0,2846800,1.9,149.0,1135.15626,1.0,15.0,0.11194029850746269
2022-01-10,AS,23.1,23.1,22.299999,22.299999,22.299999,4793800,6.25,24.700001,76.39948,0.9375,-0.7000010000000003,-0.030434826086956534
2022-01-10,ASK,44.75,47.25,43.75,47.25,47.25,6881500,18.51914,47.25,49.92305,0.875,4.75,0.11176470588235295
2022-01-10,JMART,58.5,58.75,56.25,56.25,56.25,18336900,21.9,59.0,46.69375,0.8125,-2.5,-0.0425531914893617
2022-01-10,EA,97.0,97.25,95.75,96.0,96.0,15569700,57.5,99.25,44.17408,0.75,-1.0,-0.010309278350515464
2022-01-10,JMT,69.0,69.0,65.5,66.0,66.0,17031000,34.436888,70.0,41.33901,0.6875,-2.5,-0.0364963503649635
2022-01-10,SKR,12.9,13.0,12.8,13.0,13.0,350700,6.4,13.6,29.97729,0.625,0.0,0.0
2022-01-10,RBF,23.0,23.299999,22.9,23.200001,23.200001,4477300,8.7,23.299999,27.81324,0.5625,0.30000100000000174,0.013100480349345054
2022-01-10,THG,37.75,37.75,37.25,37.75,37.75,1628800,24.9,37.75,26.51662,0.5,0.0,0.0
2022-01-10,SINGER,52.5,53.0,50.75,50.75,50.75,3582100,25.699504,54.25,26.44533,0.4375,-1.5,-0.028708133971291867
2022-01-10,DTAC,44.5,45.0,44.0,44.25,44.25,4840500,29.0,46.0,22.23381,0.375,-0.25,-0.0056179775280898875
2022-01-10,SNC,17.6,17.700001,17.4,17.5,17.5,798600,12.2,18.4,21.0455,0.3125,-0.10000000000000142,-0.005681818181818262
