,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-02-09,DELTA,216.0,222.0,214.0,220.0,220.0,22476600,56.75,229.0,68.1377,1.0,13.0,0.06280193236714976
2026-02-09,SRICHA,11.0,11.5,11.0,11.1,11.1,376400,3.1,11.1,51.91643,0.93333,0.09999999999999964,0.00909090909090906
2026-02-09,AOT,56.75,59.0,56.5,58.25,58.25,143953600,27.25,58.25,40.43905,0.86667,5.25,0.09905660377358491
2026-02-09,MEGA,38.5,39.5,38.25,39.0,39.0,3107800,24.5,39.0,26.62865,0.8,1.0,0.02631578947368421
2026-02-09,CENTEL,37.0,37.5,36.75,36.75,36.75,6032000,19.5,36.75,24.37159,0.73333,0.75,0.020833333333333332
2026-02-09,KKP,73.25,73.5,72.25,72.5,72.5,5933700,44.0,73.0,24.32081,0.66667,0.0,0.0
2026-02-09,ADVANC,370.0,375.0,366.0,374.0,374.0,10444200,259.0,374.0,23.95902,0.6,9.0,0.024657534246575342
2026-02-09,SCGP,20.6,20.8,20.3,20.6,20.6,17044700,11.2,21.0,23.31039,0.53333,0.5,0.02487562189054726
2026-02-09,KTB,29.25,30.5,29.0,30.25,30.25,120822700,20.1,30.25,20.66684,0.46667,1.75,0.06140350877192982
2026-02-09,DUSIT,11.5,11.8,11.4,11.8,11.8,941600,7.25,15.6,20.156,0.4,0.6000000000000014,0.0535714285714287
2026-02-09,TOA,14.5,15.0,14.4,15.0,15.0,2802500,9.45,15.5,19.12222,0.33333,0.5999999999999996,0.041666666666666644
