,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-01-21,NEX,19.5,20.200001,19.1,19.9,19.9,10166500,4.6,22.4,143.85097,1.0,0.29999999999999716,0.015306122448979446
2022-01-21,YGG,10.75268817,12.3655914,10.67588326,12.13517665,12.13517665,62732313,5.31489985,12.13517665,62.27993,0.92857,1.4592933899999991,0.13669064699008324
2022-01-21,SA,11.7,12.2,11.6,12.2,12.2,4126200,5.484375,14.4,45.04569,0.85714,0.5,0.042735042735042736
2022-01-21,JMART,54.5,57.0,54.5,56.25,56.25,11969200,22.1,59.0,41.41856,0.78571,1.5,0.0273972602739726
2022-01-21,EA,94.0,95.75,93.5,95.0,95.0,15373300,57.5,99.25,39.76249,0.71429,0.5,0.005291005291005291
2022-01-21,THG,39.75,40.5,39.5,40.5,40.5,2205300,24.9,40.5,33.8416,0.64286,0.75,0.018867924528301886
2022-01-21,DTAC,46.5,47.0,46.0,47.0,47.0,6847700,29.0,47.0,28.51527,0.57143,0.25,0.0053475935828877
2022-01-21,SKR,13.0,13.1,13.0,13.1,13.1,240200,6.4,13.6,28.14906,0.5,0.0,0.0
2022-01-21,SNC,16.9,17.799999,16.9,17.6,17.6,1579600,12.3,18.4,19.72513,0.42857,0.6000000000000014,0.035294117647058906
2022-01-21,GGC,13.2,13.5,13.1,13.4,13.4,1335800,9.45,13.4,19.56745,0.35714,0.09999999999999964,0.007518796992481176
