,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-09-03,SPRC,13.1,13.3,12.8,13.0,13.0,14619300,4.3,13.2,85.59629,1.0,-0.09999999999999964,-0.007633587786259515
2026-09-03,HANA,45.5,46.0,44.0,44.0,44.0,11409200,15.1,49.0,67.52237,0.94444,-1.0,-0.022222222222222223
2026-09-03,PTTGC,44.5,45.5,44.0,44.5,44.5,27202600,19.1,44.5,50.73607,0.88889,0.25,0.005649717514124294
2026-09-03,KKP,117.0,118.0,116.5,117.5,117.5,7023900,57.5,120.0,46.315,0.83333,1.0,0.008583690987124463
2026-09-03,PSL,10.3,10.6,10.2,10.2,10.2,13131800,5.7,10.5,41.02928,0.77778,0.09999999999999964,0.009900990099009866
2026-09-03,TOP,64.5,65.5,64.0,64.0,64.0,21787700,33.5,68.75,41.00982,0.72222,-0.75,-0.011583011583011582
2026-09-03,TCAP,83.0,83.5,82.0,83.0,83.0,2127500,49.75,89.25,34.8326,0.66667,0.75,0.00911854103343465
2026-09-03,KTB,43.75,44.25,43.5,43.75,43.75,46421300,24.3,45.5,32.2291,0.61111,0.0,0.0
2026-09-03,CRC,29.25,29.25,28.25,28.25,28.25,7751600,16.7,29.25,31.60273,0.55556,-0.5,-0.017391304347826087
2026-09-03,KBANK,250.0,252.0,248.0,249.0,249.0,16103200,162.5,257.0,23.33957,0.5,1.0,0.004032258064516129
2026-09-03,XO,19.2,19.7,19.2,19.5,19.5,183400,12.8,21.3,23.10453,0.44444,0.3000000000000007,0.015625000000000038
2026-09-03,BA,19.0,19.3,18.9,19.1,19.1,7700900,12.7,19.7,21.12263,0.38889,0.3000000000000007,0.015957446808510675
2026-09-03,CENTEL,42.0,42.75,41.75,41.75,41.75,2660400,29.0,43.25,20.09964,0.33333,0.0,0.0
