,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2021-12-01,JTS,82.0,91.0,81.0,90.5,90.5,1819600,1.83,90.5,1000.60574,1.0,8.5,0.10365853658536585
2021-12-01,FORTH,20.0,22.1,19.799999,21.9,21.9,11284100,5.8,21.9,111.84928,0.94444,2.0,0.10050251256281408
2021-12-01,MFEC,10.2,10.6,10.2,10.6,10.6,2575000,4.76,11.5,52.92549,0.88889,0.40000000000000036,0.03921568627450984
2021-12-01,IIG,41.5,43.25,41.5,42.75,42.75,294000,21.4,44.0,47.94512,0.83333,1.0,0.023952095808383235
2021-12-01,JMART,50.5,50.75,48.5,49.25,49.25,24023000,16.799999,52.0,44.18287,0.77778,-0.75,-0.015
2021-12-01,HANA,95.0,95.25,88.75,92.0,92.0,15469200,38.25,95.25,42.54489,0.72222,-1.5,-0.016042780748663103
2021-12-01,ASK,40.75,40.75,39.5,40.0,40.0,934400,18.51914,44.25,37.36761,0.66667,0.0,0.0
2021-12-01,FSMART,12.5,13.1,12.4,12.8,12.8,7207200,6.7,13.4,36.80875,0.61111,0.3000000000000007,0.024000000000000056
2021-12-01,JMT,59.25,59.5,57.75,59.25,59.25,10969000,30.04069,60.25,36.71902,0.55556,0.5,0.00851063829787234
2021-12-01,III,12.1,12.7,11.8,12.6,12.6,14074300,4.62,14.6,34.52222,0.5,0.5999999999999996,0.04999999999999997
2021-12-01,KCE,92.5,93.0,86.5,90.25,90.25,25973300,39.0,93.0,33.60335,0.44444,-1.75,-0.019021739130434784
2021-12-01,SINGER,48.75,48.75,46.5,47.75,47.75,3876500,16.667252,49.0,31.01944,0.38889,-0.75,-0.015463917525773196
2021-12-01,SKR,12.2,12.3,12.1,12.3,12.3,366700,6.4,13.6,30.72738,0.33333,0.10000000000000142,0.008196721311475526
