,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-07-17,BAY,45.25,45.75,45.0,45.25,45.25,1470400,21.9,46.75,63.88951,1.0,-0.75,-0.016304347826086956
2026-07-17,TFG,10.6,10.7,10.3,10.3,10.3,16441700,4.38,11.3,59.24795,0.9375,-0.29999999999999893,-0.02830188679245273
2026-07-17,KKP,106.0,106.5,104.5,106.0,106.0,4982000,48.0,106.5,45.46668,0.875,-0.5,-0.004694835680751174
2026-07-17,KTB,41.25,41.5,41.25,41.5,41.5,51685800,21.2,41.5,36.98743,0.8125,0.25,0.006060606060606061
2026-07-17,BLA,27.25,27.25,26.75,27.25,27.25,844900,16.6,27.5,32.40439,0.75,0.0,0.0
2026-07-17,KTC,39.0,39.0,38.25,39.0,39.0,20810200,24.8,39.0,30.94071,0.6875,0.0,0.0
2026-07-17,AOT,63.75,64.25,63.5,64.0,64.0,29021700,36.0,64.75,29.82119,0.625,-0.25,-0.0038910505836575876
2026-07-17,GULF,64.25,67.5,64.25,67.5,67.5,265075200,39.75,67.5,29.73857,0.5625,4.5,0.07142857142857142
2026-07-17,RATCH,37.5,38.25,37.5,38.0,38.0,8284900,25.0,38.0,29.34869,0.5,0.25,0.006622516556291391
2026-07-17,TCAP,71.75,72.25,71.5,71.5,71.5,2644100,47.5,72.5,25.80248,0.4375,-0.75,-0.010380622837370242
2026-07-17,KBANK,234.0,235.0,232.0,234.0,234.0,12780400,158.0,235.0,23.25485,0.375,-1.0,-0.00425531914893617
2026-07-17,BBL,204.0,204.0,201.0,202.0,202.0,7540700,142.5,203.0,22.66358,0.3125,-1.0,-0.0049261083743842365
