,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-02-19,DELTA,226.0,239.0,225.0,236.0,236.0,24696800,56.75,236.0,77.30764,1.0,12.0,0.05357142857142857
2026-02-19,TOP,51.5,53.25,51.5,53.0,53.0,29047700,21.5,53.0,61.26928,0.93333,2.25,0.04433497536945813
2026-02-19,CENTEL,38.75,39.25,38.25,38.5,38.5,3415900,19.5,38.75,28.98001,0.86667,-0.25,-0.0064516129032258064
2026-02-19,ADVANC,389.0,392.0,387.0,390.0,390.0,8263600,259.0,395.0,27.79533,0.8,1.0,0.002570694087403599
2026-02-19,SCGP,20.6,21.5,20.6,21.5,21.5,28725800,11.2,21.5,27.31501,0.73333,0.8999999999999986,0.04368932038834944
2026-02-19,PTTEP,137.0,140.0,136.5,140.0,140.0,25303800,94.75,140.0,25.38713,0.66667,5.0,0.037037037037037035
2026-02-19,KKP,73.75,73.75,72.5,73.25,73.25,5739700,44.0,73.75,24.34409,0.6,-0.5,-0.006779661016949152
2026-02-19,MEGA,39.5,39.5,38.75,38.75,38.75,1608900,24.5,39.75,24.28341,0.53333,-0.75,-0.0189873417721519
2026-02-19,ICHI,14.8,15.1,14.7,15.1,15.1,7549100,9.75,15.1,23.4969,0.46667,0.29999999999999893,0.0202702702702702
2026-02-19,CPN,64.0,65.75,63.75,64.5,64.5,7747100,41.25,64.5,21.98197,0.4,0.5,0.0078125
2026-02-19,SAT,16.0,16.2,15.9,16.0,16.0,1428600,10.2,16.0,21.58438,0.33333,0.09999999999999964,0.006289308176100607
