,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-02-20,AOT,56.25,56.5,56.0,56.5,56.5,18682500,27.25,58.25,34.48047,1.0,0.25,0.0044444444444444444
2026-02-20,KTB,33.0,34.0,32.75,33.75,33.75,103357400,20.1,33.75,33.1156,0.9375,1.0,0.030534351145038167
2026-02-20,ADVANC,390.0,393.0,385.0,386.0,386.0,8755800,259.0,395.0,26.31141,0.875,-4.0,-0.010256410256410256
2026-02-20,KKP,73.25,74.5,72.75,74.0,74.0,7452900,44.0,74.0,25.43798,0.8125,0.75,0.010238907849829351
2026-02-20,MEGA,38.75,39.0,38.25,38.75,38.75,719100,24.5,39.75,24.12946,0.75,0.0,0.0
2026-02-20,SAT,16.3,16.5,16.2,16.3,16.3,3243500,10.2,16.3,23.64299,0.6875,0.3000000000000007,0.018750000000000044
2026-02-20,BLA,22.4,23.0,22.2,22.9,22.9,2604400,14.2,22.9,23.61765,0.625,0.5,0.022321428571428572
2026-02-20,ICHI,15.1,15.2,14.8,15.0,15.0,7905900,9.75,15.1,22.57688,0.5625,-0.09999999999999964,-0.006622516556291367
2026-02-20,SCGP,21.6,21.7,20.6,20.7,20.7,22378700,11.2,21.5,22.38736,0.5,-0.8000000000000007,-0.03720930232558143
2026-02-20,CENTEL,38.25,38.5,36.5,36.5,36.5,7025000,19.5,38.75,22.16538,0.4375,-2.0,-0.05194805194805195
2026-02-20,CPN,63.75,64.25,63.0,64.0,64.0,7219300,41.25,64.5,20.88736,0.375,-0.5,-0.007751937984496124
2026-02-20,DUSIT,12.4,12.4,12.0,12.0,12.0,410900,7.25,15.6,20.58241,0.3125,-0.40000000000000036,-0.03225806451612906
