,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2021-12-13,WICE,14.5,15.0,14.5,14.8,14.8,7591800,4.82,14.8,64.83179,1.0,0.40000000000000036,0.0277777777777778
2021-12-13,HANA,95.25,95.25,93.25,93.5,93.5,3187800,38.25,95.25,41.97903,0.9375,-1.25,-0.013192612137203167
2021-12-13,SKR,13.0,13.1,13.0,13.1,13.1,203400,6.4,13.6,37.33651,0.875,0.09999999999999964,0.007692307692307665
2021-12-13,JMT,58.5,60.5,58.5,60.25,60.25,7462100,30.04069,60.25,36.81771,0.8125,1.75,0.029914529914529916
2021-12-13,KCE,93.25,93.75,92.0,93.0,93.0,4159500,39.0,93.0,34.84911,0.75,0.0,0.0
2021-12-13,EA,83.25,85.0,82.75,84.0,84.0,22178600,44.0,84.0,33.42512,0.6875,1.5,0.01818181818181818
2021-12-13,JWD,15.9,16.200001,15.8,15.9,15.9,3551800,8.2,16.9,29.62238,0.625,0.0,0.0
2021-12-13,SINGER,47.5,48.75,47.5,48.5,48.5,2633600,17.665291,49.0,29.1732,0.5625,1.25,0.026455026455026454
2021-12-13,SNC,16.1,17.700001,16.0,17.6,17.6,6892900,11.3,17.6,26.01798,0.5,1.6000000000000014,0.10000000000000009
2021-12-13,DTAC,44.75,45.0,44.0,44.5,44.5,8230300,29.0,46.0,25.44782,0.4375,0.0,0.0
2021-12-13,MEGA,52.0,53.25,51.75,52.0,52.0,2906000,33.25,55.5,24.2458,0.375,0.25,0.004830917874396135
2021-12-13,RBF,21.200001,21.200001,20.299999,20.5,20.5,17961400,8.55,23.299999,21.47804,0.3125,-0.6000000000000014,-0.028436018957346036
