,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-02-17,CMO,12.4,12.6,12.2,12.6,12.6,740600,1.06,13.1,529.55497,1.0,0.09999999999999964,0.007999999999999972
2022-02-17,SABUY,31.25,34.25,31.25,33.5,33.5,19222200,2.1,36.75,251.37112,0.93333,2.5,0.08064516129032258
2022-02-17,EA,96.75,97.5,95.75,95.75,95.75,17116300,57.5,99.25,35.65685,0.86667,0.25,0.002617801047120419
2022-02-17,THG,41.75,42.25,41.75,42.0,42.0,750800,24.9,42.25,33.81134,0.8,0.0,0.0
2022-02-17,GULF,52.0,52.5,51.5,51.5,51.5,32443600,32.25,52.0,30.32198,0.73333,0.0,0.0
2022-02-17,SKR,13.4,13.5,13.3,13.5,13.5,251800,6.75,13.6,25.38984,0.66667,0.09999999999999964,0.007462686567164152
2022-02-17,DTAC,46.25,47.5,46.25,47.25,47.25,12452800,29.0,48.25,25.18192,0.6,1.25,0.02717391304347826
2022-02-17,ADVANC,239.0,242.0,238.0,240.0,240.0,11546800,164.0,240.0,24.51885,0.53333,3.0,0.012658227848101266
2022-02-17,AP,10.9,11.2,10.6,10.8,10.8,19375100,7.3,10.9,23.20886,0.46667,-0.09999999999999964,-0.009174311926605472
2022-02-17,ORI,12.0,12.2,11.9,12.1,12.1,7683500,6.8,12.4,21.96345,0.4,0.1999999999999993,0.01680672268907557
2022-02-17,KTB,14.4,14.6,14.3,14.4,14.4,39381600,10.0,14.5,21.03412,0.33333,0.0,0.0
