,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-02-24,TOP,54.0,56.5,53.75,55.25,55.25,30581900,21.5,55.25,66.57382,1.0,1.5,0.027906976744186046
2026-02-24,JTS,59.5,60.5,58.75,60.0,60.0,610500,23.3,65.75,59.739,0.9375,0.75,0.012658227848101266
2026-02-24,KKP,74.5,77.5,73.5,77.25,77.25,13176300,44.0,77.25,30.59631,0.875,2.75,0.03691275167785235
2026-02-24,ADVANC,389.0,395.0,387.0,394.0,394.0,8257100,259.0,395.0,28.52126,0.8125,6.0,0.015463917525773196
2026-02-24,CPN,66.5,67.75,65.75,67.5,67.5,14618600,41.25,67.5,27.13237,0.75,2.0,0.030534351145038167
2026-02-24,SAT,16.4,16.6,16.4,16.5,16.5,1369300,10.2,16.5,24.80657,0.6875,0.10000000000000142,0.006097560975609843
2026-02-24,SCGP,20.9,21.1,20.7,21.1,21.1,9652700,11.2,21.5,24.25615,0.625,0.10000000000000142,0.00476190476190483
2026-02-24,MEGA,38.5,39.25,38.5,38.5,38.5,443300,24.5,39.75,23.062,0.5625,0.0,0.0
2026-02-24,CENTEL,36.5,37.0,35.25,36.75,36.75,4471000,19.5,38.75,22.78427,0.5,0.75,0.020833333333333332
2026-02-24,DUSIT,11.8,12.2,11.6,12.2,12.2,512600,7.25,15.6,22.24036,0.4375,0.3999999999999986,0.03389830508474564
2026-02-24,PTTEP,133.5,137.0,133.0,136.5,136.5,19574900,94.75,140.0,21.90794,0.375,2.5,0.018656716417910446
2026-02-24,ICHI,14.8,14.8,14.4,14.7,14.7,8025600,9.75,15.1,19.94514,0.3125,-0.10000000000000142,-0.0067567567567568525
