,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-07-23,SINGER,12.5,12.5,11.6,11.8,11.8,12870600,4.2,13.1,88.77464,1.0,-0.5999999999999996,-0.04838709677419352
2026-07-23,HANA,39.5,39.5,38.75,39.0,39.0,25785200,15.1,40.5,56.93279,0.9375,0.0,0.0
2026-07-23,TFG,10.4,10.4,10.0,10.1,10.1,10481400,4.38,11.3,54.4222,0.875,-0.09999999999999964,-0.009803921568627416
2026-07-23,AMATA,29.25,30.0,28.75,29.0,29.0,13971300,14.1,29.25,51.32273,0.8125,0.25,0.008695652173913044
2026-07-23,PTL,14.5,14.6,14.5,14.5,14.5,269800,7.7,14.8,47.9501,0.75,-0.09999999999999964,-0.006849315068493127
2026-07-23,SCGP,31.0,31.0,29.75,30.25,30.25,16584500,15.0,30.25,45.80317,0.6875,0.0,0.0
2026-07-23,ASK,12.0,12.1,11.8,11.8,11.8,306800,7.05,12.4,37.47105,0.625,-0.29999999999999893,-0.02479338842975198
2026-07-23,KTB,41.25,42.25,41.0,42.0,42.0,91982300,21.5,42.5,36.94602,0.5625,1.0,0.024390243902439025
2026-07-23,TCAP,71.25,74.0,71.0,73.0,73.0,7442600,48.0,74.5,27.35647,0.5,2.75,0.03914590747330961
2026-07-23,GULF,66.5,66.75,65.25,66.0,66.0,56621900,39.75,67.75,26.01318,0.4375,-0.5,-0.007518796992481203
2026-07-23,BLA,26.0,26.5,25.75,25.75,25.75,1484200,17.2,27.5,24.02778,0.375,-0.25,-0.009615384615384616
2026-07-23,TQM,16.6,16.6,16.3,16.5,16.5,287700,10.8,17.0,23.8458,0.3125,-0.10000000000000142,-0.006024096385542254
