,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-09-17,SPRC,13.4,13.9,13.4,13.8,13.8,24181600,4.3,13.9,88.22896,1.0,0.40000000000000036,0.029850746268656744
2026-09-17,AMATA,32.0,33.0,32.0,33.0,33.0,5350300,14.1,33.5,56.54523,0.93333,1.25,0.03937007874015748
2026-09-17,KKP,116.0,118.0,115.5,118.0,118.0,9147600,57.5,120.0,42.79304,0.86667,3.0,0.02608695652173913
2026-09-17,RCL,42.5,43.25,42.5,43.0,43.0,1979500,25.0,46.25,37.0738,0.8,0.5,0.011764705882352941
2026-09-17,CRC,29.25,30.0,28.75,29.75,29.75,9717200,16.7,29.75,36.69915,0.73333,0.5,0.017094017094017096
2026-09-17,PSL,10.1,10.2,9.95,10.1,10.1,3873800,5.7,10.6,36.51897,0.66667,0.0,0.0
2026-09-17,KTB,44.5,45.0,44.25,45.0,45.0,58749200,24.3,45.5,32.81407,0.6,0.5,0.011235955056179775
2026-09-17,TCAP,82.75,83.75,82.5,83.0,83.0,3064900,49.75,89.25,31.6119,0.53333,0.75,0.00911854103343465
2026-09-17,KBANK,251.0,254.0,251.0,253.0,253.0,6434100,162.5,257.0,22.96915,0.46667,3.0,0.012
2026-09-17,CENTEL,43.0,43.5,41.5,43.25,43.25,6152500,29.25,44.25,22.36494,0.4,0.5,0.011695906432748537
2026-09-17,CBG,51.25,55.5,51.25,55.25,55.25,12192300,34.25,58.75,21.60068,0.33333,4.0,0.07804878048780488
