,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-09-24,KCE,67.5,68.25,66.5,67.0,67.0,12702400,16.5,67.5,126.34022,1.0,-0.5,-0.007407407407407408
2026-09-24,SPRC,14.4,14.6,14.2,14.5,14.5,25631500,4.3,14.5,92.91173,0.95,0.1999999999999993,0.013986013986013936
2026-09-24,HANA,50.75,51.5,50.25,50.5,50.5,19930300,15.1,51.25,85.90631,0.9,-0.5,-0.00980392156862745
2026-09-24,PTTGC,50.75,50.75,49.75,50.0,50.0,21772100,19.1,50.75,63.14123,0.85,-0.5,-0.009900990099009901
2026-09-24,AMATA,33.5,34.5,33.5,34.25,34.25,4713500,14.1,34.25,60.42498,0.8,0.75,0.022388059701492536
2026-09-24,BCP,55.25,56.75,54.5,56.25,56.25,32755900,25.0,60.75,54.94845,0.75,2.0,0.03686635944700461
2026-09-24,KKP,116.0,116.5,115.5,115.5,115.5,2829700,58.0,120.0,37.75034,0.7,-0.5,-0.004310344827586207
2026-09-24,STA,22.5,22.5,21.8,21.8,21.8,11443300,11.2,22.9,36.91755,0.65,-0.1999999999999993,-0.00909090909090906
2026-09-24,CRC,30.5,30.5,29.75,30.0,30.0,4463200,16.7,30.75,36.8004,0.6,-0.25,-0.008264462809917356
2026-09-24,SCGP,30.5,30.75,30.25,30.5,30.5,5636100,15.0,32.0,34.46609,0.55,-0.25,-0.008130081300813009
2026-09-24,IVL,29.25,29.5,28.75,28.75,28.75,17248500,14.8,30.0,33.1227,0.5,-0.5,-0.017094017094017096
2026-09-24,TCAP,83.75,84.0,83.25,83.75,83.75,1630600,49.75,89.25,31.23033,0.45,-0.5,-0.005934718100890208
2026-09-24,KTB,44.75,45.0,44.5,44.75,44.75,24984200,24.3,45.5,30.40077,0.4,-0.25,-0.005555555555555556
2026-09-24,CENTEL,44.25,44.75,43.75,44.0,44.0,2219400,29.25,44.5,23.57552,0.35,-0.5,-0.011235955056179775
