,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-09-23,SPRC,13.9,14.4,13.8,14.3,14.3,22257500,4.3,14.3,91.27166,1.0,0.3000000000000007,0.02142857142857148
2026-09-23,HANA,51.5,52.25,50.25,51.0,51.0,32266500,15.1,51.25,88.182,0.9375,0.0,0.0
2026-09-23,PTTGC,49.0,50.5,48.75,50.5,50.5,30575300,19.1,50.75,65.25694,0.875,1.0,0.020202020202020204
2026-09-23,AMATA,33.5,34.25,33.5,33.5,33.5,3362900,14.1,33.5,57.34986,0.8125,0.0,0.0
2026-09-23,KKP,117.0,117.5,116.0,116.0,116.0,2647800,57.5,120.0,38.74542,0.75,-0.5,-0.004291845493562232
2026-09-23,CRC,30.0,30.75,29.75,30.25,30.25,9814700,16.7,30.75,38.16759,0.6875,0.5,0.01680672268907563
2026-09-23,SCGP,30.5,31.0,30.25,30.75,30.75,3779200,15.0,32.0,35.83595,0.625,0.0,0.0
2026-09-23,IVL,29.0,29.5,28.75,29.25,29.25,21619700,14.8,30.0,35.65674,0.5625,0.25,0.008620689655172414
2026-09-23,TCAP,83.75,84.5,83.25,84.25,84.25,1693100,49.75,89.25,32.33217,0.5,0.5,0.005970149253731343
2026-09-23,KTB,45.0,45.25,44.5,45.0,45.0,48220200,24.3,45.5,31.46594,0.4375,0.0,0.0
2026-09-23,BGRIM,19.4,19.7,19.2,19.5,19.5,22918300,10.3,21.0,26.17223,0.375,0.10000000000000142,0.005154639175257806
2026-09-23,CENTEL,44.5,45.5,44.25,44.5,44.5,2907800,29.25,44.5,25.17522,0.3125,0.0,0.0
