,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-08-18,FORTH,16.9,18.1,16.9,18.1,18.1,20547400,5.45,18.1,98.54164,1.0,1.3000000000000007,0.07738095238095243
2026-08-18,SPRC,11.3,12.0,11.2,12.0,12.0,38780000,4.3,12.0,80.45718,0.95652,1.0,0.09090909090909091
2026-08-18,TCAP,87.25,87.25,84.5,85.25,85.25,5915500,49.75,89.25,42.86488,0.91304,-1.0,-0.011594202898550725
2026-08-18,SCGP,30.0,30.5,30.0,30.25,30.25,5219700,15.0,32.0,41.03085,0.86957,0.0,0.0
2026-08-18,KKP,109.5,111.0,108.0,108.5,108.5,6011200,56.75,120.0,40.16182,0.82609,-1.0,-0.0091324200913242
2026-08-18,SKY,18.5,18.9,18.5,18.8,18.8,4472100,10.0,19.1,38.78683,0.78261,0.6000000000000014,0.032967032967033044
2026-08-18,PTTGC,39.0,40.25,38.75,39.25,39.25,38621200,19.1,40.5,35.90052,0.73913,0.75,0.01948051948051948
2026-08-18,KTB,44.0,44.0,43.25,43.5,43.5,37540100,24.0,45.5,35.5655,0.69565,-0.5,-0.011363636363636364
2026-08-18,PRM,10.0,10.2,10.0,10.2,10.2,2100300,6.0,10.3,31.82047,0.65217,0.25,0.02512562814070352
2026-08-18,AOT,66.25,67.25,65.75,66.5,66.5,61422400,36.0,66.5,29.67907,0.6087,0.5,0.007575757575757576
2026-08-18,KBANK,249.0,250.0,245.0,247.0,247.0,11147100,162.5,252.0,25.283,0.56522,-2.0,-0.008032128514056224
2026-08-18,BA,19.5,19.5,19.0,19.3,19.3,8786400,12.7,19.7,25.07353,0.52174,-0.09999999999999787,-0.005154639175257623
2026-08-18,GPSC,49.75,50.75,49.75,50.25,50.25,8157900,30.0,54.5,24.77298,0.47826,0.75,0.015151515151515152
2026-08-18,STA,18.5,19.0,18.5,18.6,18.6,13003900,11.2,20.0,23.32952,0.43478,0.10000000000000142,0.005405405405405482
2026-08-18,TQM,16.6,16.7,16.6,16.6,16.6,148500,10.8,17.3,23.17867,0.3913,0.0,0.0
2026-08-18,GULF,65.25,65.75,65.0,65.25,65.25,25843100,39.75,67.75,21.98584,0.34783,0.0,0.0
