,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2021-12-22,OTO,11.9,12.5,11.9,12.5,12.5,9761400,2.676197,13.6,169.5851,1.0,0.5,0.041666666666666664
2021-12-22,FORTH,22.1,22.200001,21.6,21.700001,21.700001,1810200,5.85,21.9,97.92346,0.95,-0.19999899999999826,-0.009132374429223666
2021-12-22,AS,23.5,23.799999,23.200001,23.299999,23.299999,6415400,5.75,24.700001,95.92487,0.9,-0.20000100000000032,-0.008510680851063844
2021-12-22,TKS,13.272729,15.818183,13.18182,15.090911,15.090911,88302271,5.500001,15.090911,64.41407,0.85,2.090910000000001,0.16083921839698329
2021-12-22,SIS,46.0,48.75,45.5,46.5,46.5,2562100,17.5,46.5,53.71018,0.8,0.75,0.01639344262295082
2021-12-22,ASK,46.0,46.25,45.0,46.0,46.0,867100,18.51914,46.0,51.77988,0.75,0.5,0.01098901098901099
2021-12-22,SYNEX,34.0,36.5,34.0,34.5,34.5,8620100,14.6,34.5,45.20583,0.7,0.75,0.022222222222222223
2021-12-22,LEO,13.2,13.6,13.2,13.3,13.3,12428900,5.55,13.7,44.87665,0.65,0.20000000000000107,0.015267175572519165
2021-12-22,SKR,13.0,13.0,12.9,13.0,13.0,190000,6.4,13.6,34.1326,0.6,0.0,0.0
2021-12-22,HANA,90.5,91.5,90.0,90.25,90.25,3882700,38.75,95.25,33.96164,0.55,0.0,0.0
2021-12-22,RBF,21.200001,23.4,21.1,23.1,23.1,42845100,8.55,23.299999,33.87485,0.5,2.3000010000000017,0.11057697647004704
2021-12-22,FSMART,12.0,12.6,12.0,12.6,12.6,4961800,6.8,13.4,31.03311,0.45,0.5999999999999996,0.04999999999999997
2021-12-22,KCE,89.25,91.25,88.75,89.5,89.5,11128900,40.25,93.0,27.05879,0.4,0.75,0.008450704225352112
2021-12-22,DTAC,44.5,44.75,44.0,44.25,44.25,2855100,29.0,46.0,23.84815,0.35,0.0,0.0
