,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-08-14,SPRC,11.3,11.4,11.1,11.4,11.4,20842200,4.3,11.4,72.7842,1.0,0.09999999999999964,0.008849557522123862
2026-08-14,AMATA,29.75,32.25,29.75,31.25,31.25,31132600,14.1,31.25,57.65072,0.95652,2.75,0.09649122807017543
2026-08-14,HANA,38.5,40.5,38.25,39.75,39.75,64772100,15.1,40.5,56.4892,0.91304,2.0,0.052980132450331126
2026-08-14,PTL,14.9,15.0,14.7,14.8,14.8,412000,7.7,14.9,47.02608,0.86957,-0.09999999999999964,-0.00671140939597313
2026-08-14,SCGP,30.5,30.75,30.0,30.5,30.5,5090100,15.0,32.0,42.84038,0.82609,-0.25,-0.008130081300813009
2026-08-14,KKP,110.0,110.5,108.0,108.5,108.5,6539400,56.75,120.0,40.9722,0.78261,-1.5,-0.013636363636363636
2026-08-14,XO,19.5,21.4,19.4,21.3,21.3,5641900,12.8,21.3,37.9406,0.73913,1.8000000000000007,0.09230769230769234
2026-08-14,KTB,44.25,44.75,43.5,43.75,43.75,57332100,24.0,45.5,37.07438,0.69565,-0.25,-0.005681818181818182
2026-08-14,AOT,64.25,65.0,63.75,65.0,65.0,66453700,36.0,65.0,27.37721,0.65217,1.5,0.023622047244094488
2026-08-14,KBANK,250.0,252.0,247.0,248.0,248.0,9568100,162.5,252.0,26.26915,0.6087,-1.0,-0.004016064257028112
2026-08-14,BA,19.7,19.8,19.4,19.4,19.4,6675100,12.7,19.7,26.17927,0.56522,-0.3000000000000007,-0.015228426395939123
2026-08-14,MBK,23.4,23.5,22.8,23.3,23.3,8420700,16.4,24.2,26.10579,0.52174,-0.3000000000000007,-0.01271186440677969
2026-08-14,STA,18.5,18.7,18.3,18.6,18.6,6764600,11.2,20.0,23.6513,0.47826,0.10000000000000142,0.005405405405405482
2026-08-14,RATCH,38.5,38.5,37.25,37.5,37.5,11447200,25.5,39.5,23.29003,0.43478,-1.75,-0.044585987261146494
2026-08-14,RJH,16.1,16.5,15.9,16.3,16.3,802200,11.3,16.3,23.14105,0.3913,0.6000000000000014,0.038216560509554236
2026-08-14,CRC,26.25,26.5,25.5,25.75,25.75,18401400,16.7,26.75,23.01774,0.34783,-0.5,-0.01904761904761905
