,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-04-01,SO,17.083327,17.333326,17.083327,17.083327,17.083327,494160,7.333331,18.666659,47.83623,1.0,0.0,0.0
2022-04-01,JMART,59.25,60.25,58.75,60.0,60.0,13016000,31.75,60.0,33.8763,0.92308,0.75,0.012658227848101266
2022-04-01,DTAC,49.0,51.0,49.0,50.5,50.5,17886700,29.0,51.25,27.67316,0.84615,1.25,0.025380710659898477
2022-04-01,ILM,23.5,23.700001,21.9,21.9,21.9,3586000,13.0,24.5,26.474,0.76923,-1.6000000000000014,-0.06808510638297878
2022-04-01,WORK,28.75,29.0,28.25,28.75,28.75,800100,18.200001,28.75,26.12111,0.69231,0.0,0.0
2022-04-01,BEC,16.799999,17.0,16.6,16.799999,16.799999,4673400,8.8,17.700001,24.66955,0.61538,0.0,0.0
2022-04-01,SINGER,53.75,55.0,53.5,54.75,54.75,4272400,33.434307,54.75,24.22681,0.53846,0.75,0.013888888888888888
2022-04-01,AP,11.0,11.1,10.9,11.0,11.0,9505600,7.55,11.3,20.29848,0.46154,0.0,0.0
2022-04-01,PTTEP,144.0,147.0,144.0,146.0,146.0,9786600,100.5,154.0,19.12848,0.38462,2.0,0.013888888888888888
2022-04-01,SKR,13.9,13.9,13.8,13.8,13.8,277300,7.95,14.1,19.03309,0.30769,-0.09999999999999964,-0.007194244604316521
