,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-09-11,SPRC,13.8,13.8,13.3,13.4,13.4,19590400,4.3,13.9,86.19742,1.0,-0.09999999999999964,-0.007407407407407381
2026-09-11,AMATA,32.5,33.0,32.25,32.75,32.75,3348000,14.1,33.5,56.79313,0.94737,0.0,0.0
2026-09-11,PSL,10.3,10.7,10.3,10.5,10.5,6245900,5.7,10.6,43.09127,0.89474,0.0,0.0
2026-09-11,STA,22.4,22.4,21.6,21.7,21.7,13323700,11.2,22.9,38.6448,0.84211,-0.5,-0.022522522522522525
2026-09-11,KKP,113.0,114.0,112.0,113.0,113.0,6482100,57.5,120.0,38.33384,0.78947,0.0,0.0
2026-09-11,RCL,43.25,43.5,42.25,42.25,42.25,3315100,25.0,46.25,35.73874,0.73684,-0.75,-0.01744186046511628
2026-09-11,CRC,28.25,29.0,28.0,29.0,29.0,7436700,16.7,29.5,33.97095,0.68421,0.0,0.0
2026-09-11,TCAP,81.25,81.75,80.0,81.5,81.5,4955700,49.75,89.25,30.4873,0.63158,-1.5,-0.018072289156626505
2026-09-11,KTB,43.75,44.0,43.5,43.75,43.75,36540400,24.3,45.5,30.35012,0.57895,-0.25,-0.005681818181818182
2026-09-11,SKY,17.7,17.7,17.4,17.5,17.5,540800,10.0,19.1,26.54014,0.52632,-0.3000000000000007,-0.0168539325842697
2026-09-11,PRM,10.1,10.3,10.0,10.1,10.1,4790000,6.15,10.3,26.29182,0.47368,0.09999999999999964,0.009999999999999964
2026-09-11,CENTEL,44.0,44.0,42.75,43.75,43.75,4132700,29.25,44.25,24.50481,0.42105,-0.25,-0.005681818181818182
2026-09-11,RATCH,37.5,38.25,37.5,38.0,38.0,5682300,25.5,39.5,20.53953,0.36842,0.25,0.006622516556291391
2026-09-11,KBANK,244.0,246.0,242.0,244.0,244.0,15798000,162.5,257.0,19.54198,0.31579,-1.0,-0.004081632653061225
