,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-01-24,NEX,20.0,20.6,19.5,19.5,19.5,17822000,4.6,22.4,137.22295,1.0,-0.3999999999999986,-0.020100502512562745
2022-01-24,SA,12.3,12.7,12.2,12.2,12.2,2063100,5.484375,14.4,44.3361,0.92308,0.0,0.0
2022-01-24,EA,95.5,100.0,95.25,98.25,98.25,47699900,57.5,99.25,44.14764,0.84615,3.25,0.034210526315789476
2022-01-24,JMART,56.5,57.25,55.75,57.0,57.0,11088400,22.1,59.0,42.29623,0.76923,0.75,0.013333333333333334
2022-01-24,THG,40.5,41.0,40.5,41.0,41.0,1192100,24.9,41.0,35.18358,0.69231,0.5,0.012345679012345678
2022-01-24,DTAC,47.0,47.25,46.75,47.0,47.0,4166600,29.0,47.0,28.28726,0.61538,0.0,0.0
2022-01-24,SKR,13.0,13.1,12.9,13.0,13.0,858300,6.4,13.6,26.5886,0.53846,-0.09999999999999964,-0.007633587786259515
2022-01-24,GGC,13.6,13.9,13.5,13.9,13.9,2208800,9.45,13.9,23.77244,0.46154,0.5,0.03731343283582089
2022-01-24,SNC,17.5,17.700001,17.200001,17.6,17.6,880300,12.3,18.4,19.42277,0.38462,0.0,0.0
2022-01-24,BEC,14.0,14.2,13.6,14.0,14.0,18861300,7.8,15.4,16.43803,0.30769,0.0,0.0
