,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-02-11,YGG,12.7,14.6,12.5,14.6,14.6,34598100,5.83717358,14.6,85.23577,1.0,3.30967742,0.29314285721675104
2022-02-11,THG,41.25,42.25,41.25,42.25,42.25,1405500,24.9,42.25,35.50376,0.92308,0.25,0.005952380952380952
2022-02-11,EA,92.0,93.75,91.5,93.0,93.0,10359800,57.5,99.25,32.55596,0.84615,0.25,0.0026954177897574125
2022-02-11,GULF,50.0,50.5,49.5,50.5,50.5,36614500,32.25,52.0,28.46372,0.76923,0.0,0.0
2022-02-11,SKR,13.3,13.3,13.2,13.3,13.3,298000,6.55,13.6,24.61614,0.69231,0.10000000000000142,0.0075757575757576835
2022-02-11,DTAC,46.5,46.75,46.0,46.5,46.5,8742600,29.0,48.25,23.90813,0.61538,-1.0,-0.021052631578947368
2022-02-11,AP,10.8,11.0,10.8,10.8,10.8,10222000,7.3,10.9,23.80017,0.53846,0.0,0.0
2022-02-11,ADVANC,228.0,237.0,226.0,237.0,237.0,13664400,164.0,237.0,23.54586,0.46154,8.0,0.034934497816593885
2022-02-11,KTB,14.4,14.7,14.4,14.5,14.5,63073800,10.0,14.5,22.2481,0.38462,0.0,0.0
2022-02-11,SCB,134.0,138.0,133.5,137.0,137.0,30193600,91.25,137.0,20.6307,0.30769,1.5,0.01107011070110701
