,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-08-10,SINGER,12.0,12.0,11.2,11.6,11.6,7163700,4.2,13.1,77.53187,1.0,-0.40000000000000036,-0.03333333333333336
2026-08-10,SPRC,10.7,11.0,10.6,11.0,11.0,27686700,4.3,11.1,68.19271,0.95238,0.1999999999999993,0.01851851851851845
2026-08-10,TOP,64.5,65.75,63.5,65.5,65.5,19935800,30.5,65.75,51.59169,0.90476,1.25,0.019455252918287938
2026-08-10,PTL,14.8,14.9,14.6,14.7,14.7,236000,7.7,14.9,47.08179,0.85714,-0.20000000000000107,-0.01342281879194638
2026-08-10,SCGP,30.75,31.25,30.75,31.0,31.0,5757400,15.0,32.0,45.95404,0.80952,0.0,0.0
2026-08-10,BAY,41.5,41.75,41.0,41.25,41.25,1247800,23.2,46.75,42.93852,0.7619,-0.25,-0.006024096385542169
2026-08-10,BCP,45.75,47.25,45.25,47.0,47.0,25701000,25.0,47.0,40.99309,0.71429,1.5,0.03296703296703297
2026-08-10,KTB,45.0,45.25,44.5,44.5,44.5,34849400,24.0,45.5,40.29332,0.66667,-0.5,-0.011111111111111112
2026-08-10,ASK,12.0,12.1,12.0,12.0,12.0,310800,7.05,12.6,36.63841,0.61905,0.0,0.0
2026-08-10,PRM,10.0,10.2,9.9,10.1,10.1,2239900,6.0,10.1,31.61378,0.57143,0.15000000000000036,0.015075376884422148
2026-08-10,RATCH,38.75,39.5,38.5,39.25,39.25,4278500,25.5,39.5,29.66161,0.52381,0.0,0.0
2026-08-10,KTC,38.75,39.0,38.5,39.0,39.0,9646300,24.8,40.5,27.71152,0.47619,0.0,0.0
2026-08-10,JMART,11.1,11.1,10.5,10.5,10.5,13877300,6.0,12.3,27.29914,0.42857,-0.5,-0.045454545454545456
2026-08-10,KBANK,249.0,251.0,247.0,248.0,248.0,7364900,162.5,252.0,26.86286,0.38095,-2.0,-0.008
2026-08-10,AOT,63.25,63.5,63.0,63.25,63.25,9549500,36.0,64.75,24.54541,0.33333,0.25,0.003968253968253968
