,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-09-01,HANA,47.5,47.75,44.5,45.0,45.0,23729900,15.1,49.0,71.98491,1.0,-2.25,-0.047619047619047616
2026-09-01,KKP,116.5,117.5,116.0,117.5,117.5,6513400,57.5,120.0,47.12702,0.95455,1.5,0.01293103448275862
2026-09-01,TOP,65.5,66.0,64.75,64.75,64.75,25608900,33.25,68.75,43.50779,0.90909,0.75,0.01171875
2026-09-01,SCGP,30.5,31.0,30.0,30.25,30.25,13038900,15.0,32.0,37.98562,0.86364,0.0,0.0
2026-09-01,RCL,44.0,44.0,41.75,42.25,42.25,5578200,25.0,46.25,37.97973,0.81818,-1.75,-0.03977272727272727
2026-09-01,CRC,29.0,29.25,28.25,29.0,29.0,13593400,16.7,29.25,35.49068,0.77273,0.0,0.0
2026-09-01,TCAP,85.25,85.25,82.5,82.75,82.75,5333400,49.75,89.25,35.07191,0.72727,-3.0,-0.03498542274052478
2026-09-01,KTB,43.25,43.75,43.25,43.5,43.5,42344900,24.3,45.5,32.12006,0.68182,0.25,0.005780346820809248
2026-09-01,JMART,11.0,11.1,10.7,10.8,10.8,4876300,6.0,12.3,27.67733,0.63636,-0.09999999999999964,-0.009174311926605472
2026-09-01,SKY,18.0,18.0,17.2,17.2,17.2,1072200,10.0,19.1,25.16699,0.59091,-0.8000000000000007,-0.04444444444444448
2026-09-01,XO,20.4,20.5,19.6,19.6,19.6,486200,12.8,21.3,24.21318,0.54545,-0.5999999999999979,-0.029702970297029598
2026-09-01,TASCO,17.7,17.8,17.4,17.6,17.6,8947300,12.5,17.8,23.77982,0.5,-0.1999999999999993,-0.011235955056179735
2026-09-01,KBANK,249.0,250.0,247.0,248.0,248.0,7010500,162.5,257.0,23.29085,0.45455,0.0,0.0
2026-09-01,IMPACT,13.8,13.8,13.7,13.8,13.8,154900,9.8,14.2,23.24805,0.40909,0.0,0.0
2026-09-01,CENTEL,43.0,43.0,41.5,42.0,42.0,2277800,29.0,43.25,21.25571,0.36364,-1.25,-0.028901734104046242
2026-09-01,RATCH,38.5,38.75,37.25,37.25,37.25,5343600,25.5,39.5,19.96516,0.31818,-1.25,-0.032467532467532464
