,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-08-19,SINGER,11.6,11.7,11.4,11.4,11.4,2752800,4.2,13.1,70.61224,1.0,-0.1999999999999993,-0.01724137931034477
2026-08-19,TFG,9.9,10.1,9.8,10.1,10.1,10426200,4.38,11.3,49.80819,0.95652,0.1999999999999993,0.02020202020202013
2026-08-19,SRICHA,19.2,19.2,19.1,19.2,19.2,286200,8.75,22.6,46.79436,0.91304,0.09999999999999787,0.005235602094240726
2026-08-19,PTL,14.8,14.9,14.7,14.8,14.8,275600,7.7,14.9,45.90715,0.86957,-0.09999999999999964,-0.00671140939597313
2026-08-19,TCAP,85.5,87.25,85.0,86.75,86.75,7160300,49.75,89.25,44.98958,0.82609,1.5,0.017595307917888565
2026-08-19,KKP,110.0,115.0,109.5,112.5,112.5,16950700,56.75,120.0,44.89357,0.78261,4.0,0.03686635944700461
2026-08-19,SCGP,30.0,30.25,29.5,30.0,30.0,6577900,15.0,32.0,39.53364,0.73913,-0.25,-0.008264462809917356
2026-08-19,SKY,18.7,18.8,18.5,18.7,18.7,1821000,10.0,19.1,37.73496,0.69565,-0.10000000000000142,-0.005319148936170288
2026-08-19,PTTGC,39.5,40.0,39.0,39.75,39.75,21682000,19.1,40.5,37.36614,0.65217,0.5,0.012738853503184714
2026-08-19,KTB,43.5,44.0,43.25,43.75,43.75,35257300,24.0,45.5,35.99239,0.6087,0.25,0.005747126436781609
2026-08-19,JMART,11.2,11.5,11.1,11.3,11.3,11272000,6.0,12.3,35.38307,0.56522,0.10000000000000142,0.008928571428571556
2026-08-19,STA,18.9,20.0,18.9,19.9,19.9,47257300,11.2,20.0,31.73087,0.52174,1.2999999999999972,0.06989247311827941
2026-08-19,AOT,66.0,67.0,65.5,66.25,66.25,41555100,36.0,66.5,28.86313,0.47826,-0.25,-0.0037593984962406013
2026-08-19,KBANK,248.0,251.0,247.0,249.0,249.0,10316500,162.5,252.0,26.054,0.43478,2.0,0.008097165991902834
2026-08-19,STGT,10.9,11.4,10.9,11.3,11.3,6924800,6.1,11.9,24.28008,0.3913,0.40000000000000036,0.03669724770642205
2026-08-19,BA,19.2,19.3,19.0,19.2,19.2,5065400,12.7,19.7,24.18868,0.34783,-0.10000000000000142,-0.00518134715025914
