,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2023-01-19,DELTA,850.0,870.0,850.0,862.0,862.0,1927586,292.0,930.0,77.715,1.0,2.0,0.002325581395348837
2023-01-19,BBIK,125.0,126.0,124.0,125.5,125.5,81713,49.5,138.5,48.24838,0.92308,0.0,0.0
2023-01-19,SNNP,23.5,24.5,23.299999,23.9,23.9,19333392,14.3,23.9,35.22222,0.84615,0.3999999999999986,0.01702127659574462
2023-01-19,SPA,11.9,12.0,11.9,11.9,11.9,434407,6.45,12.3,30.43745,0.76923,-0.09999999999999964,-0.008333333333333304
2023-01-19,BE8,61.75,62.5,61.5,62.25,62.25,696620,30.5,65.0,23.56207,0.69231,0.5,0.008097165991902834
2023-01-19,NSL,23.0,23.700001,23.0,23.700001,23.700001,1523024,15.2,24.1,22.89534,0.61538,0.7000010000000003,0.030434826086956534
2023-01-19,JWD,21.4,22.0,21.299999,21.799999,21.799999,7587408,12.8,22.0,21.99389,0.53846,0.5,0.023474179505830025
2023-01-19,SAPPE,44.25,44.25,42.5,43.25,43.25,1667933,24.1,47.75,21.16205,0.46154,-1.0,-0.022598870056497175
2023-01-19,BA,13.2,13.8,13.2,13.8,13.8,5090577,8.95,14.3,20.60195,0.38462,0.6000000000000014,0.04545454545454557
2023-01-19,PR9,18.700001,18.799999,18.4,18.4,18.4,1992671,10.9,20.0,19.02066,0.30769,-0.3999990000000011,-0.021276543684922596
