,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-09-04,SPRC,13.0,13.3,13.0,13.3,13.3,21578500,4.3,13.3,89.02842,1.0,0.3000000000000007,0.02307692307692313
2026-09-04,HANA,44.75,45.75,44.25,45.75,45.75,8815900,15.1,49.0,73.85251,0.94737,1.75,0.03977272727272727
2026-09-04,PTTGC,44.75,45.5,44.75,45.25,45.25,23125600,19.1,45.25,52.96689,0.89474,0.75,0.016853932584269662
2026-09-04,KKP,117.5,118.0,116.5,116.5,116.5,5507900,57.5,120.0,44.67105,0.84211,-1.0,-0.00851063829787234
2026-09-04,PSL,10.4,10.4,10.0,10.3,10.3,6859000,5.7,10.5,42.07848,0.78947,0.10000000000000142,0.009803921568627591
2026-09-04,TOP,64.25,64.75,62.75,62.75,62.75,19554100,33.5,68.75,37.86072,0.73684,-1.25,-0.01953125
2026-09-04,TCAP,83.0,83.0,81.25,83.0,83.0,2539600,49.75,89.25,34.51151,0.68421,0.0,0.0
2026-09-04,CRC,28.5,28.75,28.25,28.25,28.25,5235800,16.7,29.25,31.43005,0.63158,0.0,0.0
2026-09-04,KTB,44.0,44.0,43.25,43.5,43.5,31206600,24.3,45.5,31.16366,0.57895,-0.25,-0.005714285714285714
2026-09-04,CENTEL,42.75,43.0,42.25,42.75,42.75,1716600,29.25,43.25,22.72796,0.52632,1.0,0.023952095808383235
2026-09-04,KBANK,251.0,251.0,246.0,248.0,248.0,10441200,162.5,257.0,22.62325,0.47368,-1.0,-0.004016064257028112
2026-09-04,RATCH,37.5,38.25,37.25,38.25,38.25,8850400,25.5,39.5,22.54761,0.42105,1.0,0.026845637583892617
2026-09-04,BA,19.3,19.3,19.0,19.1,19.1,5004800,12.7,19.7,20.94269,0.36842,0.0,0.0
2026-09-04,KTC,37.25,37.75,37.25,37.5,37.5,12605400,24.8,40.5,19.31307,0.31579,0.5,0.013513513513513514
