,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2026-02-25,JTS,59.5,63.75,59.5,63.25,63.25,1872300,23.3,65.75,67.88302,1.0,3.25,0.05416666666666667
2026-02-25,PTG,9.85,10.2,9.85,10.1,10.1,20967100,5.5,10.1,39.31037,0.94444,0.25,0.025380710659898477
2026-02-25,ADVANC,402.0,410.0,402.0,404.0,404.0,8912600,259.0,404.0,31.55202,0.88889,10.0,0.025380710659898477
2026-02-25,CENTEL,38.0,39.5,37.75,39.25,39.25,13594500,19.5,39.25,30.93648,0.83333,2.5,0.06802721088435375
2026-02-25,PTTGC,27.25,29.25,27.25,28.25,28.25,51453600,14.7,28.25,30.90293,0.77778,1.5,0.056074766355140186
2026-02-25,CPN,67.75,69.0,67.25,68.5,68.5,8622600,41.25,68.5,28.79581,0.72222,1.0,0.014814814814814815
2026-02-25,KKP,77.25,77.25,75.25,76.0,76.0,11823000,44.0,77.25,28.32041,0.66667,-1.25,-0.016181229773462782
2026-02-25,TOA,16.2,16.4,15.9,16.3,16.3,1474200,9.45,16.3,27.43701,0.61111,0.10000000000000142,0.006172839506172928
2026-02-25,SAT,16.6,16.6,16.3,16.6,16.6,1870800,10.2,16.6,25.38242,0.55556,0.10000000000000142,0.0060606060606061465
2026-02-25,SCGP,21.2,21.5,21.0,21.2,21.2,18320100,11.2,21.5,24.57004,0.5,0.09999999999999787,0.004739336492890894
2026-02-25,PTTEP,137.0,137.5,134.5,136.0,136.0,12013400,94.75,140.0,21.33816,0.44444,-0.5,-0.003663003663003663
2026-02-25,DUSIT,12.2,12.2,11.9,12.1,12.1,316100,7.25,15.6,21.09798,0.38889,-0.09999999999999964,-0.00819672131147538
2026-02-25,ICHI,14.7,14.8,14.5,14.5,14.5,9493800,9.75,15.1,18.23057,0.33333,-0.1999999999999993,-0.013605442176870701
