,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2022-09-22,TC,13.5,14.7,13.5,14.2,14.2,6536627,5.3,14.3,89.5873,1.0,0.6999999999999993,0.0518518518518518
2022-09-22,BBIK,109.5,117.0,109.5,116.5,116.5,413055,29.25,120.0,87.18052,0.92857,5.5,0.04954954954954955
2022-09-22,SISB,16.4,16.9,16.299999,16.700001,16.700001,1854506,9.0,16.700001,49.06537,0.85714,0.30000100000000174,0.01829274390243913
2022-09-22,ESSO,13.0,13.5,12.9,13.4,13.4,23095078,7.2,14.3,42.70747,0.78571,0.09999999999999964,0.007518796992481176
2022-09-22,BH,226.0,230.0,225.0,230.0,230.0,2065005,133.5,231.0,36.9513,0.71429,3.0,0.013215859030837005
2022-09-22,PR9,17.6,17.799999,17.5,17.700001,17.700001,685609,10.3,19.0,31.42118,0.64286,0.1000009999999989,0.005681874999999937
2022-09-22,SPA,9.95,10.3,9.95,10.3,10.3,2201950,6.45,10.6,30.97999,0.57143,0.3000000000000007,0.030000000000000072
2022-09-22,RAM,55.25,55.25,54.75,55.25,55.25,245310,29.7,67.5,27.3527,0.5,0.0,0.0
2022-09-22,PTTEP,171.5,175.0,170.0,173.5,173.5,22006413,112.5,174.5,20.99572,0.42857,-1.0,-0.0057306590257879654
2022-09-22,CENTEL,46.75,47.75,46.25,46.75,46.75,4546887,30.5,48.0,19.68223,0.35714,0.0,0.0
