,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2021-12-02,YGG,11.21351767,11.29032258,10.906298,11.21351767,11.21351767,3035613,4.02457757,11.3671275,71.74618,1.0,0.15360983999999966,0.013888889705150433
2021-12-02,IIG,43.0,48.5,42.75,46.25,46.25,2543200,21.4,46.25,59.48307,0.94444,3.5,0.08187134502923976
2021-12-02,MFEC,10.5,10.9,10.5,10.5,10.5,6271900,4.76,11.5,50.9401,0.88889,-0.09999999999999964,-0.00943396226415091
2021-12-02,HANA,91.25,93.25,91.0,92.0,92.0,4778300,38.25,95.25,42.06763,0.83333,0.0,0.0
2021-12-02,JMART,49.0,49.75,48.0,48.5,48.5,14813300,16.799999,52.0,41.32652,0.77778,-0.75,-0.015228426395939087
2021-12-02,ASK,39.75,41.25,39.75,41.25,41.25,969900,18.51914,44.25,41.26832,0.72222,1.25,0.03125
2021-12-02,FSMART,12.8,12.9,12.5,12.8,12.8,3195500,6.7,13.4,36.48885,0.66667,0.0,0.0
2021-12-02,JMT,58.75,59.5,58.0,58.5,58.5,5588100,30.04069,60.25,34.63919,0.61111,-0.75,-0.012658227848101266
2021-12-02,III,12.6,12.9,12.4,12.6,12.6,14501700,5.05,14.6,33.94045,0.55556,0.0,0.0
2021-12-02,KCE,89.5,90.75,88.5,89.75,89.75,10508200,39.0,93.0,32.39635,0.5,-0.5,-0.00554016620498615
2021-12-02,EA,79.75,82.0,79.25,81.75,81.75,17459100,44.0,82.0,31.56607,0.44444,1.5,0.018691588785046728
2021-12-02,MEGA,53.0,54.0,52.75,54.0,54.0,1876300,33.25,55.5,29.84724,0.38889,0.75,0.014084507042253521
2021-12-02,SINGER,48.0,48.0,46.75,47.0,47.0,2051000,16.667252,49.0,28.34471,0.33333,-0.75,-0.015706806282722512
