,Ticker,Open,High,Low,Close,Adj Close,Volume,52 Week Min,52 Week Max,RS Rating,RS Rank,Change,Change (%)
2023-02-06,BBIK,139.5,139.5,127.5,130.5,130.5,1391922,49.5,139.5,49.23266,1.0,-9.0,-0.06451612903225806
2023-02-06,THCOM,16.0,16.1,15.9,16.1,16.1,4822530,8.35,16.9,46.8595,0.9375,0.0,0.0
2023-02-06,SNNP,24.7,24.7,24.2,24.6,24.6,4423733,14.3,24.6,36.53927,0.875,0.10000000000000142,0.004081632653061282
2023-02-06,SAPPE,47.25,49.75,47.0,49.5,49.5,1834291,24.1,49.5,34.56892,0.8125,2.5,0.05319148936170213
2023-02-06,CPANEL,11.1,11.3,10.9,11.1,11.1,1141635,5.45,12.4,31.89385,0.75,-0.20000000000000107,-0.01769911504424788
2023-02-06,NSL,24.4,25.25,24.4,25.0,25.0,1988790,15.2,25.0,28.389,0.6875,0.7999989999999997,0.03305780855133021
2023-02-06,PR9,20.3,20.3,19.8,19.9,19.9,1569307,11.0,20.299999,25.24981,0.625,-0.10000000000000142,-0.005000000000000071
2023-02-06,BA,14.5,14.8,14.4,14.5,14.5,7587574,8.95,14.6,24.27116,0.5625,0.09999999999999964,0.00694444444444442
2023-02-06,SPA,11.8,11.8,11.6,11.6,11.6,2132001,6.45,12.3,24.0104,0.5,-0.20000000000000107,-0.01694915254237297
2023-02-06,ZEN,18.1,18.1,17.5,17.6,17.6,458001,11.2,18.5,23.67977,0.4375,-0.3999999999999986,-0.022222222222222143
2023-02-06,AH,32.5,33.25,32.25,33.0,33.0,1062782,19.5,35.25,23.16975,0.375,0.75,0.023255813953488372
2023-02-06,ICHI,12.6,12.7,12.4,12.5,12.5,4518236,7.25,12.5,22.58591,0.3125,0.0,0.0
